gene	logFC	logCPM	PValue	FDR
Trarg1	0.858098488434388	3.83881603165602	0.000809637166194661	0.0344056745608638
Nfkbia	0.718371985915222	7.74215900618617	0.000824004801213242	0.0349039982462635
Snx31	-0.889840124419365	6.54859633299777	0.000828950164369594	0.0350012951191967
P4ha1	-0.862151015150008	7.64279862924441	0.000839359885835628	0.0353279625834512
Ears2	-1.03152265446439	3.45294134276201	0.000866045305526672	0.0363237143715228
Gpr179	1.66555516503163	0.144430573300003	0.000868514962273093	0.0363237143715228
Xkr4	2.14086873103125	0.00165638985613133	0.000894770539481825	0.0373037458983969
Stmn1	-0.843835180188702	6.11885537657209	0.000905422276434047	0.03762912202941
Parp14	0.635070934275559	6.39506084863797	0.000940734516058767	0.038974129668441
Kcnq4	2.03172858823557	0.270044908894181	0.000965617628298366	0.0398135895395383
Abhd4	0.596797970127495	6.43919771726144	0.000969415741125963	0.0398135895395383
Clec9a	0.746783892823093	4.41338802129966	0.000970034490899768	0.0398135895395383
Ddx60	1.11593311629351	3.2301457311632	0.000978241328656693	0.0400261219799593
Gm10499	1.02242131440719	4.51991478880358	0.000987688437078485	0.040179212084687
Rgs9	1.08049423215181	2.66344172340043	0.000988063251174582	0.040179212084687
Adcyap1r1	1.3560647320448	0.420743688072837	0.00100555021576458	0.0406940758857159
Polk	0.690220094147884	5.41164794405269	0.00100688277955729	0.0406940758857159
